,ID,Date,Block,Primary_Type,Description,Location_Description,Arrest,Year,Latitude,Longitude,dt,Month,Hour,Night,Season
0,12012879,03/18/2020 11:52:00 PM,056XX S MARYLAND AVE,INTERFERENCE WITH PUBLIC OFFICER,RESIST / OBSTRUCT / DISARM OFFICER,STREET,True,2020,41.792195498,-87.604958508,2020-03-18 23:52:00,3,23,Yes,Spring
1,11859822,10/13/2019 05:22:00 PM,013XX E 53RD ST,ASSAULT,SIMPLE,SIDEWALK,False,2019,41.799505075,-87.592329293,2019-10-13 17:22:00,10,17,Yes,Autumn
2,11859795,10/13/2019 07:04:00 PM,015XX E 55TH ST,THEFT,RETAIL THEFT,DRUG STORE,True,2019,41.795190552,-87.588007653,2019-10-13 19:04:00,10,19,Yes,Autumn
3,11863708,10/10/2019 12:00:00 PM,054XX S HYDE PARK BLVD,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),False,2019,41.797414808,-87.584002797,2019-10-10 12:00:00,10,12,No,Autumn
4,12012539,03/18/2020 11:00:00 AM,058XX S MARYLAND AVE,THEFT,FROM BUILDING,HOSPITAL BUILDING / GROUNDS,False,2020,41.788699253,-87.604954085,2020-03-18 11:00:00,3,11,No,Spring
5,11860491,10/14/2019 11:00:00 AM,052XX S UNIVERSITY AVE,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,False,2019,41.80042095,-87.598197793,2019-10-14 11:00:00,10,11,No,Autumn
6,11860984,10/14/2019 03:45:00 PM,052XX S HARPER AVE,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,False,2019,41.800911368,-87.589122315,2019-10-14 15:45:00,10,15,No,Autumn
7,11861855,10/14/2019 02:30:00 PM,054XX S RIDGEWOOD CT,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,2019,41.796542893,-87.592583455,2019-10-14 14:30:00,10,14,No,Autumn
8,11860863,10/14/2019 07:15:00 PM,011XX E 55TH ST,THEFT,FROM BUILDING,RESTAURANT,False,2019,41.795043446,-87.598827668,2019-10-14 19:15:00,10,19,Yes,Autumn
9,11863108,10/14/2019 10:00:00 AM,051XX S KIMBARK AVE,DECEPTIVE PRACTICE,UNLAWFUL USE OF A COMPUTER,STREET,False,2019,41.801816996,-87.595079037,2019-10-14 10:00:00,10,10,No,Autumn
10,11863347,10/15/2019 02:15:00 PM,009XX E 54TH ST,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",False,2019,41.797922443,-87.602308153,2019-10-15 14:15:00,10,14,No,Autumn
11,12133193,08/09/2020 01:00:00 PM,053XX S COTTAGE GROVE AVE,THEFT,$500 AND UNDER,APARTMENT,False,2020,41.797936811,-87.606301777,2020-08-09 13:00:00,8,13,No,Summer
12,12013629,03/19/2020 10:00:00 PM,053XX S DORCHESTER AVE,BATTERY,SIMPLE,SIDEWALK,False,2020,41.798977312,-87.591770586,2020-03-19 22:00:00,3,22,Yes,Spring
13,12013946,03/19/2020 06:45:00 PM,012XX E 53RD ST,ROBBERY,STRONG ARM - NO WEAPON,BANK,False,2020,41.799461412,-87.596206318,2020-03-19 18:45:00,3,18,Yes,Spring
14,12243143,12/11/2020 01:44:00 PM,015XX E 53RD ST,BATTERY,"AGGRAVATED - HANDS, FISTS, FEET, SERIOUS INJURY",SIDEWALK,False,2020,41.799551883,-87.58811115,2020-12-11 13:44:00,12,13,No,Winter
15,11862039,10/15/2019 08:45:00 PM,052XX S LAKE PARK AVE,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,2019,41.800455673,-87.587407515,2019-10-15 20:45:00,10,20,Yes,Autumn
16,11855808,10/02/2019 06:30:00 PM,052XX S DREXEL AVE,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,RESIDENCE,False,2019,41.799908625,-87.60392862,2019-10-02 18:30:00,10,18,Yes,Autumn
17,10821424,01/13/2017 07:16:00 PM,054XX S CORNELL AVE,CRIMINAL TRESPASS,TO VEHICLE,STREET,False,2017,41.797144376,-87.585458215,2017-01-13 19:16:00,1,19,Yes,Winter
18,10821917,01/19/2017 11:20:00 PM,054XX S SHORE DR,THEFT,OVER $500,STREET,False,2017,41.79631327,-87.580898427,2017-01-19 23:20:00,1,23,Yes,Winter
19,10823001,01/20/2017 04:00:00 PM,054XX S LAKE PARK AVE,BATTERY,DOMESTIC BATTERY SIMPLE,CONVENIENCE STORE,False,2017,41.797038232,-87.587282115,2017-01-20 16:00:00,1,16,No,Winter
20,10823117,01/16/2017 08:00:00 AM,053XX S HARPER AVE,THEFT,$500 AND UNDER,HOTEL/MOTEL,False,2017,41.799058715,-87.589081404,2017-01-16 08:00:00,1,8,No,Winter
21,10823284,01/20/2017 11:30:00 PM,015XX E 53RD ST,THEFT,FROM BUILDING,RESTAURANT,False,2017,41.799547456,-87.588697998,2017-01-20 23:30:00,1,23,Yes,Winter
22,10823330,01/19/2017 12:40:00 PM,012XX E 53RD ST,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,BANK,False,2017,41.799461412,-87.596206318,2017-01-19 12:40:00,1,12,No,Winter
23,10823666,01/21/2017 06:42:00 PM,051XX S HYDE PARK BLVD,ROBBERY,AGGRAVATED,PARK PROPERTY,False,2017,41.801470267,-87.584755083,2017-01-21 18:42:00,1,18,Yes,Winter
24,10823686,01/18/2017 11:30:00 AM,052XX S ELLIS AVE,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,2017,41.800795006,-87.60133661,2017-01-18 11:30:00,1,11,No,Winter
25,10823703,01/20/2017 10:00:00 PM,056XX S STONY ISLAND AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,2017,41.792755885,-87.586664366,2017-01-20 22:00:00,1,22,Yes,Winter
26,10824281,01/22/2017 06:40:00 AM,054XX S ELLIS AVE,ROBBERY,AGGRAVATED,STREET,False,2017,41.797572754,-87.601263259,2017-01-22 06:40:00,1,6,No,Winter
27,10824533,01/22/2017 06:21:00 PM,051XX S LAKE PARK AVE,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,2017,41.802101704,-87.587747851,2017-01-22 18:21:00,1,18,Yes,Winter
28,10824704,01/22/2017 10:00:00 AM,057XX S STONY ISLAND AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,2017,41.790725341,-87.586698933,2017-01-22 10:00:00,1,10,No,Winter
29,10824716,01/22/2017 09:05:00 PM,051XX S LAKE SHORE DR SB,WEAPONS VIOLATION,POSS FIREARM/AMMO:NO FOID CARD,STREET,True,2017,41.802187969,-87.581614573,2017-01-22 21:05:00,1,21,Yes,Winter
30,10824910,01/22/2017 11:00:00 PM,054XX S LAKE SHORE DR SB,THEFT,OVER $500,STREET,False,2017,41.796768195,-87.579547199,2017-01-22 23:00:00,1,23,Yes,Winter
31,10824916,01/01/2017 08:00:00 AM,054XX S SHORE DR,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,2017,41.79631327,-87.580898427,2017-01-01 08:00:00,1,8,No,Winter
32,10825232,01/23/2017 12:00:00 AM,054XX S LAKE SHORE DR SB,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,2017,41.796768195,-87.579547199,2017-01-23 00:00:00,1,0,Yes,Winter
33,10825702,01/23/2017 09:00:00 AM,054XX S LAKE SHORE DR SB,THEFT,$500 AND UNDER,RESIDENCE,False,2017,41.796768195,-87.579547199,2017-01-23 09:00:00,1,9,No,Winter
34,10825892,01/22/2017 10:00:00 PM,054XX S SHORE DR,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,False,2017,41.79631327,-87.580898427,2017-01-22 22:00:00,1,22,Yes,Winter
35,10825956,01/18/2017 06:37:00 PM,015XX E 53RD ST,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESTAURANT,False,2017,41.799548798,-87.588481602,2017-01-18 18:37:00,1,18,Yes,Winter
36,10825975,01/17/2017 06:00:00 PM,052XX S GREENWOOD AVE,THEFT,OVER $500,STREET,False,2017,41.800312918,-87.599757726,2017-01-17 18:00:00,1,18,Yes,Winter
37,10826240,01/22/2017 09:00:00 AM,053XX S SHORE DR,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),False,2017,41.798940518,-87.582305332,2017-01-22 09:00:00,1,9,No,Winter
38,10826378,01/22/2017 05:00:00 PM,052XX S KENWOOD AVE,CRIMINAL TRESPASS,TO VEHICLE,STREET,False,2017,41.80040818,-87.593217433,2017-01-22 17:00:00,1,17,Yes,Winter
39,10826966,01/24/2017 03:45:00 PM,052XX S HARPER AVE,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,2017,41.800233416,-87.589104487,2017-01-24 15:45:00,1,15,No,Winter
40,10827094,01/24/2017 04:00:00 AM,051XX S DREXEL AVE,OTHER OFFENSE,VIOLATION OF CIVIL NO CONTACT ORDER,RESIDENCE,False,2017,41.800745733,-87.603944799,2017-01-24 04:00:00,1,4,Yes,Winter
41,10827107,01/24/2017 03:50:00 PM,052XX S HARPER AVE,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,True,2017,41.800233416,-87.589104487,2017-01-24 15:50:00,1,15,No,Winter
42,10827229,01/20/2017 07:45:00 AM,015XX E 59TH ST,THEFT,$500 AND UNDER,RESIDENCE,False,2017,41.787888742,-87.587696221,2017-01-20 07:45:00,1,7,No,Winter
43,10827238,01/24/2017 05:31:00 PM,051XX S LAKE PARK AVE,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,2017,41.801983471,-87.587712546,2017-01-24 17:31:00,1,17,Yes,Winter
44,10827345,01/24/2017 08:36:00 PM,015XX E 53RD ST,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,RESTAURANT,False,2017,41.799547456,-87.588697998,2017-01-24 20:36:00,1,20,Yes,Winter
45,10827380,01/24/2017 02:00:00 AM,051XX S DREXEL AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,2017,41.800745733,-87.603944799,2017-01-24 02:00:00,1,2,Yes,Winter
46,10827860,01/08/2017 11:00:00 AM,058XX S MARYLAND AVE,THEFT,FROM BUILDING,HOSPITAL BUILDING/GROUNDS,False,2017,41.788699253,-87.604954085,2017-01-08 11:00:00,1,11,No,Winter
47,10828086,01/25/2017 10:00:00 AM,052XX S KENWOOD AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,2017,41.80040818,-87.593217433,2017-01-25 10:00:00,1,10,No,Winter
48,10828170,01/01/2017 01:00:00 PM,056XX S STONY ISLAND AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,2017,41.792550127,-87.586674089,2017-01-01 13:00:00,1,13,No,Winter
49,10828226,01/22/2017 02:00:00 PM,016XX E MUSEUM DR,THEFT,FROM BUILDING,OTHER,False,2017,41.791710871,-87.585063,2017-01-22 14:00:00,1,14,No,Winter
50,10828257,01/22/2017 02:10:00 PM,016XX E MUSEUM DR,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,False,2017,41.791710871,-87.585063,2017-01-22 14:10:00,1,14,No,Winter
51,10828404,01/25/2017 02:30:00 PM,055XX S DORCHESTER AVE,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,2017,41.794163115,-87.591657393,2017-01-25 14:30:00,1,14,No,Winter
52,10828512,01/25/2017 07:05:00 PM,055XX S WOODLAWN AVE,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,False,2017,41.794542997,-87.596530383,2017-01-25 19:05:00,1,19,Yes,Winter
53,10829470,01/26/2017 02:06:00 PM,051XX S LAKE PARK AVE,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,2017,41.802101704,-87.587747851,2017-01-26 14:06:00,1,14,No,Winter
54,10829839,01/26/2017 06:30:00 PM,052XX S HARPER AVE,THEFT,$500 AND UNDER,HOTEL/MOTEL,False,2017,41.800175766,-87.589101486,2017-01-26 18:30:00,1,18,Yes,Winter
55,10830061,01/23/2017 09:00:00 PM,052XX S WOODLAWN AVE,ASSAULT,SIMPLE,STREET,False,2017,41.800556589,-87.596666879,2017-01-23 21:00:00,1,21,Yes,Winter
56,10830493,01/18/2017 06:00:00 AM,012XX E 53RD ST,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,ATM (AUTOMATIC TELLER MACHINE),False,2017,41.799461412,-87.596206318,2017-01-18 06:00:00,1,6,No,Winter
57,10830918,01/27/2017 05:39:00 PM,015XX E 55TH ST,THEFT,$500 AND UNDER,CONVENIENCE STORE,True,2017,41.795190552,-87.588007653,2017-01-27 17:39:00,1,17,Yes,Winter
58,10831593,01/28/2017 02:00:00 PM,052XX S WOODLAWN AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,2017,41.800482475,-87.59666406,2017-01-28 14:00:00,1,14,No,Winter
59,10831726,01/28/2017 02:00:00 PM,052XX S WOODLAWN AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,2017,41.800482475,-87.59666406,2017-01-28 14:00:00,1,14,No,Winter
60,10831760,01/26/2017 06:55:00 PM,052XX S HARPER AVE,THEFT,$500 AND UNDER,APARTMENT,False,2017,41.800938808,-87.589121997,2017-01-26 18:55:00,1,18,Yes,Winter
61,10831848,01/27/2017 10:00:00 PM,052XX S ELLIS AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,2017,41.800795006,-87.60133661,2017-01-27 22:00:00,1,22,Yes,Winter
62,10831877,01/28/2017 07:55:00 PM,054XX S CORNELL AVE,ROBBERY,ARMED: HANDGUN,RESIDENCE PORCH/HALLWAY,False,2017,41.797443551,-87.585465738,2017-01-28 19:55:00,1,19,Yes,Winter
63,10832264,01/29/2017 11:30:00 AM,014XX E 53RD ST,CRIMINAL TRESPASS,TO LAND,SMALL RETAIL STORE,False,2017,41.799533935,-87.59000011,2017-01-29 11:30:00,1,11,No,Winter
64,10832515,01/27/2017 10:50:00 PM,055XX S WOODLAWN AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,2017,41.794378329,-87.596528602,2017-01-27 22:50:00,1,22,Yes,Winter
65,10832618,01/29/2017 08:05:00 PM,013XX E 53RD ST,ASSAULT,SIMPLE,DEPARTMENT STORE,False,2017,41.799490663,-87.593499384,2017-01-29 20:05:00,1,20,Yes,Winter
66,10832621,01/29/2017 01:33:00 PM,014XX E 53RD ST,ASSAULT,SIMPLE,STREET,False,2017,41.799517158,-87.591225242,2017-01-29 13:33:00,1,13,No,Winter
67,10833423,01/30/2017 10:00:00 AM,055XX S LAKE SHORE DR NB,OTHER OFFENSE,TELEPHONE THREAT,NURSING HOME/RETIREMENT HOME,False,2017,41.794317357,-87.579517242,2017-01-30 10:00:00,1,10,No,Winter
68,10833657,01/29/2017 11:00:00 AM,015XX E 55TH ST,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,2017,41.795190552,-87.588007653,2017-01-29 11:00:00,1,11,No,Winter
69,10833682,01/30/2017 04:18:00 PM,051XX S LAKE PARK AVE,BATTERY,SIMPLE,GAS STATION,False,2017,41.801895518,-87.58769156,2017-01-30 16:18:00,1,16,No,Winter
70,10833764,01/26/2017 02:30:00 PM,011XX E 54TH PL,THEFT,$500 AND UNDER,APARTMENT,False,2017,41.796529981,-87.597406115,2017-01-26 14:30:00,1,14,No,Winter
71,10833809,01/28/2017 11:15:00 AM,051XX S BLACKSTONE AVE,ASSAULT,SIMPLE,CTA BUS,False,2017,41.802075618,-87.590498872,2017-01-28 11:15:00,1,11,No,Winter
72,10834569,01/29/2017 06:00:00 PM,055XX S EVERETT AVE,BATTERY,SIMPLE,STREET,False,2017,41.794424835,-87.582519409,2017-01-29 18:00:00,1,18,Yes,Winter
73,10834603,01/30/2017 07:00:00 AM,056XX S LAKE PARK AVE,THEFT,$500 AND UNDER,STREET,False,2017,41.792715397,-87.588036328,2017-01-30 07:00:00,1,7,No,Winter
74,10834721,01/28/2017 09:00:00 AM,055XX S ELLIS AVE,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,ATM (AUTOMATIC TELLER MACHINE),False,2017,41.794348902,-87.601369623,2017-01-28 09:00:00,1,9,No,Winter
75,10834924,01/31/2017 01:31:00 PM,051XX S LAKE PARK AVE,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,2017,41.801983471,-87.587712546,2017-01-31 13:31:00,1,13,No,Winter
76,10834945,01/30/2017 08:55:00 PM,016XX E 55TH ST,THEFT,$500 AND UNDER,STREET,False,2017,41.795216268,-87.584787524,2017-01-30 20:55:00,1,20,Yes,Winter
77,10835156,01/31/2017 11:45:00 AM,014XX E HYDE PARK BLVD,ASSAULT,SIMPLE,RESTAURANT,False,2017,41.802444779,-87.589871109,2017-01-31 11:45:00,1,11,No,Winter
78,10835626,01/31/2017 03:40:00 PM,014XX E 53RD ST,THEFT,FROM BUILDING,RESTAURANT,False,2017,41.799533674,-87.589959771,2017-01-31 15:40:00,1,15,No,Winter
79,10835790,02/01/2017 08:00:00 AM,052XX S DREXEL AVE,THEFT,$500 AND UNDER,STREET,False,2017,41.800147407,-87.603933247,2017-02-01 08:00:00,2,8,No,Winter
80,10835810,02/01/2017 11:00:00 AM,054XX S DORCHESTER AVE,THEFT,FROM BUILDING,ATHLETIC CLUB,False,2017,41.795763314,-87.591701287,2017-02-01 11:00:00,2,11,No,Winter
81,10835840,01/31/2017 12:07:00 PM,056XX S DORCHESTER AVE,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,2017,41.792346133,-87.591615999,2017-01-31 12:07:00,1,12,No,Winter
82,10836107,02/01/2017 01:02:00 PM,015XX E 53RD ST,OTHER OFFENSE,TELEPHONE THREAT,OTHER,False,2017,41.799549083,-87.588525608,2017-02-01 13:02:00,2,13,No,Winter
83,10836410,01/30/2017 11:30:00 PM,051XX S HYDE PARK BLVD,ROBBERY,ARMED: HANDGUN,PARKING LOT/GARAGE(NON.RESID.),False,2017,41.801442754,-87.5847444,2017-01-30 23:30:00,1,23,Yes,Winter
84,10836775,02/01/2017 12:45:00 PM,016XX E 55TH ST,THEFT,$500 AND UNDER,APARTMENT,False,2017,41.795197252,-87.58650401,2017-02-01 12:45:00,2,12,No,Winter
85,10837683,01/01/2017 08:00:00 PM,057XX S DREXEL AVE,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,OTHER,False,2017,41.790628946,-87.603729472,2017-01-01 20:00:00,1,20,Yes,Winter
86,10837881,02/03/2017 10:25:00 AM,053XX S WOODLAWN AVE,BATTERY,SIMPLE,APARTMENT,False,2017,41.798758819,-87.596625123,2017-02-03 10:25:00,2,10,No,Winter
87,10838364,02/03/2017 05:30:00 PM,014XX E 59TH ST,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,2017,41.787859866,-87.590864683,2017-02-03 17:30:00,2,17,Yes,Winter
88,10838840,01/29/2017 05:00:00 AM,009XX E 58TH ST,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,HOSPITAL BUILDING/GROUNDS,False,2017,41.78954568,-87.603411734,2017-01-29 05:00:00,1,5,No,Winter
89,10839194,02/04/2017 05:20:00 AM,052XX S WOODLAWN AVE,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,2017,41.800347992,-87.596661933,2017-02-04 05:20:00,2,5,No,Winter
90,10839292,02/05/2017 12:23:00 AM,053XX S CORNELL AVE,BATTERY,AGG PO HANDS NO/MIN INJURY,APARTMENT,True,2017,41.799030006,-87.585505972,2017-02-05 00:23:00,2,0,Yes,Winter
91,10839401,02/05/2017 05:30:00 AM,014XX E 55TH ST,ROBBERY,ARMED: HANDGUN,STREET,False,2017,41.795510785,-87.591267795,2017-02-05 05:30:00,2,5,No,Winter
92,10839642,02/03/2017 05:00:00 PM,053XX S SHORE DR,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,2017,41.799275367,-87.582312425,2017-02-03 17:00:00,2,17,Yes,Winter
93,10839740,02/05/2017 05:20:00 PM,013XX E 53RD ST,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,2017,41.799490663,-87.593499384,2017-02-05 17:20:00,2,17,Yes,Winter
94,10840035,02/06/2017 12:19:00 AM,059XX S CORNELL DR,BATTERY,AGG PO HANDS NO/MIN INJURY,SIDEWALK,True,2017,41.787261938,-87.584993734,2017-02-06 00:19:00,2,0,Yes,Winter
95,10840103,02/04/2017 09:00:00 PM,054XX S SHORE DR,THEFT,OVER $500,STREET,False,2017,41.79631327,-87.580898427,2017-02-04 21:00:00,2,21,Yes,Winter
96,10840181,02/05/2017 02:20:00 PM,052XX S DREXEL AVE,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,RESIDENCE,False,2017,41.800133687,-87.603933402,2017-02-05 14:20:00,2,14,No,Winter
97,10840189,02/04/2017 06:00:00 PM,058XX S MARYLAND AVE,THEFT,$500 AND UNDER,STREET,False,2017,41.788699253,-87.604954085,2017-02-04 18:00:00,2,18,Yes,Winter
98,10840293,02/05/2017 06:00:00 PM,015XX E 53RD ST,ARSON,BY FIRE,ALLEY,False,2017,41.799544997,-87.588742037,2017-02-05 18:00:00,2,18,Yes,Winter
99,10840426,02/04/2017 10:00:00 AM,054XX S SHORE DR,THEFT,OVER $500,STREET,False,2017,41.79631327,-87.580898427,2017-02-04 10:00:00,2,10,No,Winter
100,10840460,02/06/2017 10:05:00 AM,008XX E 53RD ST,ASSAULT,SIMPLE,STREET,False,2017,41.798637445,-87.604702193,2017-02-06 10:05:00,2,10,No,Winter
101,10841065,02/06/2017 06:30:00 PM,054XX S CORNELL AVE,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,2017,41.796019044,-87.585430958,2017-02-06 18:30:00,2,18,Yes,Winter
102,10841098,02/07/2017 12:40:00 AM,052XX S UNIVERSITY AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,2017,41.800538968,-87.598200112,2017-02-07 00:40:00,2,0,Yes,Winter
103,10841880,02/07/2017 12:59:00 PM,051XX S LAKE PARK AVE,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,2017,41.802101704,-87.587747851,2017-02-07 12:59:00,2,12,No,Winter
104,10842107,02/05/2017 05:00:00 PM,053XX S SHORE DR,THEFT,$500 AND UNDER,OTHER,False,2017,41.799275367,-87.582312425,2017-02-05 17:00:00,2,17,Yes,Winter
105,10842210,02/07/2017 07:00:00 PM,015XX E 53RD ST,ASSAULT,SIMPLE,SMALL RETAIL STORE,False,2017,41.799544997,-87.588742037,2017-02-07 19:00:00,2,19,Yes,Winter
106,10842262,02/07/2017 12:20:00 PM,055XX S UNIVERSITY AVE,ASSAULT,SIMPLE,RESTAURANT,False,2017,41.794605542,-87.598154236,2017-02-07 12:20:00,2,12,No,Winter
107,10842346,02/06/2017 08:30:00 AM,053XX S DREXEL AVE,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,2017,41.79839359,-87.603898124,2017-02-06 08:30:00,2,8,No,Winter
108,10843386,01/28/2017 08:00:00 AM,055XX S KIMBARK AVE,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,2017,41.79454359,-87.594913143,2017-01-28 08:00:00,1,8,No,Winter
109,10843776,02/08/2017 05:00:00 PM,053XX S INGLESIDE AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,2017,41.799006947,-87.602820272,2017-02-08 17:00:00,2,17,Yes,Winter
110,10843928,02/08/2017 05:30:00 PM,053XX S LAKE PARK AVE,BATTERY,SIMPLE,STREET,False,2017,41.799197912,-87.587271736,2017-02-08 17:30:00,2,17,Yes,Winter
111,10844094,02/09/2017 11:00:00 AM,056XX S UNIVERSITY AVE,BATTERY,SIMPLE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,False,2017,41.792291742,-87.598096335,2017-02-09 11:00:00,2,11,No,Winter
112,12130849,08/09/2020 10:00:00 PM,013XX E 53RD ST,ROBBERY,STRONG ARM - NO WEAPON,PARK PROPERTY,False,2020,41.799492391,-87.593341663,2020-08-09 22:00:00,8,22,Yes,Summer
113,10844850,02/09/2017 09:30:00 AM,009XX E 54TH ST,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",False,2017,41.797922443,-87.602308153,2017-02-09 09:30:00,2,9,No,Winter
114,10845441,02/07/2017 11:00:00 AM,009XX E 54TH ST,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",False,2017,41.797922443,-87.602308153,2017-02-07 11:00:00,2,11,No,Winter
115,10845453,02/04/2017 03:00:00 PM,053XX S HARPER AVE,THEFT,FROM BUILDING,APARTMENT,False,2017,41.799058715,-87.589081404,2017-02-04 15:00:00,2,15,No,Winter
116,10845641,02/10/2017 07:00:00 AM,052XX S DREXEL AVE,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,False,2017,41.799845512,-87.603929335,2017-02-10 07:00:00,2,7,No,Winter
117,10845698,02/10/2017 03:00:00 PM,008XX E DREXEL SQUARE DR,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,2017,41.801393686,-87.605723566,2017-02-10 15:00:00,2,15,No,Winter
118,10845940,02/07/2017 10:00:00 PM,053XX S HYDE PARK BLVD,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,False,2017,41.798979286,-87.584039582,2017-02-07 22:00:00,2,22,Yes,Winter
119,10845949,02/07/2017 10:00:00 PM,053XX S HYDE PARK BLVD,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER,False,2017,41.798979286,-87.584039582,2017-02-07 22:00:00,2,22,Yes,Winter
120,10846088,02/11/2017 12:20:00 AM,051XX S CORNELL AVE,INTIMIDATION,EXTORTION,RESIDENCE,False,2017,41.802137533,-87.58650411,2017-02-11 00:20:00,2,0,Yes,Winter
121,10846124,02/11/2017 01:20:00 AM,056XX S EVERETT DR,BATTERY,SIMPLE,TAXICAB,False,2017,41.792333312,-87.58204143,2017-02-11 01:20:00,2,1,Yes,Winter
122,10846543,02/11/2017 04:30:00 PM,053XX S ELLIS AVE,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,2017,41.799005468,-87.60129463,2017-02-11 16:30:00,2,16,No,Winter
123,10846744,02/10/2017 04:30:00 PM,011XX E 57TH ST,THEFT,FROM BUILDING,LIBRARY,False,2017,41.791415136,-87.599199124,2017-02-10 16:30:00,2,16,No,Winter
124,10846878,02/11/2017 07:10:00 PM,057XX S MARYLAND AVE,BATTERY,SIMPLE,HOSPITAL BUILDING/GROUNDS,False,2017,41.790521373,-87.604940791,2017-02-11 19:10:00,2,19,Yes,Winter
125,10846882,02/12/2017 01:30:00 AM,051XX S INGLESIDE AVE,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,RESIDENCE,False,2017,41.801671986,-87.602874357,2017-02-12 01:30:00,2,1,Yes,Winter
126,10847001,02/11/2017 09:00:00 AM,057XX S LAKE SHORE DR,THEFT,$500 AND UNDER,OTHER,False,2017,41.791160785,-87.579836586,2017-02-11 09:00:00,2,9,No,Winter
127,10847106,02/11/2017 05:00:00 PM,054XX S UNIVERSITY AVE,THEFT,$500 AND UNDER,STREET,False,2017,41.797152071,-87.5981288,2017-02-11 17:00:00,2,17,Yes,Winter
128,10847353,02/12/2017 12:00:00 PM,016XX E MUSEUM DR,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),False,2017,41.791710871,-87.585063,2017-02-12 12:00:00,2,12,No,Winter
129,10847474,02/12/2017 03:12:00 PM,013XX E 53RD ST,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,2017,41.799490663,-87.593499384,2017-02-12 15:12:00,2,15,No,Winter
